costo = 0.19206674042667288 solucion = [25, 492, 491, 995, 331, 662, 999, 349, 1003, 11, 164, 501, 17, 444, 826, 339, 675, 520, 16, 183, 346, 75, 489, 4, 174, 3, 165, 988, 6, 5, 991, 26, 820, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 654, 490, 344, 653, 507, 184, 667, 656, 2, 173, 839, 19, 329, 509, 493, 979, 837, 8, 343, 504, 511, 327, 670, 350, 840, 336, 297, 980, 74, 658, 666, 818, 655, 819, 1037, 495, 328, 326, 330, 28, 169, 167, 494, 814, 1073, 166, 1001, 822, 151, 828, 12, 1038, 502, 340, 186, 671, 179, 512, 821, 1075, 652, 483, 171, 990, 27, 333, 981, 185, 22, 676, 665, 673, 815, 9, 832, 661, 663, 657, 829, 1, 986, 508, 168, 505, 496, 182, 172, 163, 351, 1004, 978, 352, 668, 176, 23, 817, 347, 499, 984, 334, 674, 985, 500, 825, 20, 660, 510] es factible true semilla = 199
costo = 0.16820476530975018 solucion = [332, 345, 181, 14, 982, 187, 816, 678, 823, 7, 653, 490, 344, 665, 676, 163, 673, 2, 656, 667, 184, 173, 172, 182, 496, 839, 19, 329, 509, 493, 979, 837, 8, 999, 662, 331, 995, 349, 1003, 11, 501, 984, 499, 347, 817, 23, 176, 668, 352, 978, 5, 6, 988, 165, 174, 4, 489, 25, 492, 491, 17, 444, 826, 74, 658, 666, 818, 655, 819, 28, 330, 1073, 169, 328, 167, 495, 494, 326, 814, 1037, 166, 822, 1001, 980, 297, 336, 840, 350, 670, 327, 511, 504, 500, 825, 20, 660, 510, 343, 985, 674, 334, 164, 339, 1038, 12, 828, 151, 502, 340, 675, 186, 520, 16, 671, 179, 171, 652, 483, 1075, 512, 821, 183, 346, 75, 990, 27, 333, 3, 981, 1004, 351, 22, 185, 991, 820, 26, 654, 507, 815, 505, 168, 9, 832, 661, 829, 1, 986, 508, 663, 657] es factible true semilla = 217
costo = 0.16719305352018107 solucion = [483, 1075, 652, 171, 346, 671, 179, 512, 821, 75, 183, 11, 164, 17, 444, 826, 511, 327, 670, 504, 500, 825, 985, 674, 334, 1003, 349, 984, 501, 25, 492, 491, 499, 347, 817, 489, 4, 174, 988, 165, 3, 333, 27, 990, 981, 23, 176, 668, 352, 978, 991, 26, 820, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 654, 490, 344, 653, 507, 2, 656, 667, 184, 173, 673, 665, 676, 22, 185, 351, 1004, 6, 5, 163, 172, 182, 496, 839, 815, 9, 832, 661, 663, 657, 829, 1, 986, 508, 168, 505, 19, 329, 509, 493, 979, 837, 995, 331, 662, 8, 999, 343, 510, 660, 20, 350, 840, 336, 980, 297, 340, 151, 1001, 74, 658, 666, 818, 655, 819, 28, 330, 1073, 169, 328, 495, 167, 494, 326, 814, 1037, 166, 822, 828, 1038, 12, 502, 339, 675, 186, 520, 16] es factible true semilla = 222
costo = 0.17081300687348372 solucion = [493, 509, 329, 168, 505, 986, 508, 663, 657, 661, 832, 829, 1, 9, 19, 496, 182, 172, 163, 5, 6, 988, 165, 3, 981, 333, 990, 27, 991, 185, 22, 676, 665, 673, 839, 815, 184, 667, 173, 2, 656, 507, 7, 823, 678, 816, 187, 14, 982, 181, 332, 345, 820, 26, 654, 653, 344, 490, 351, 1004, 978, 352, 668, 176, 23, 174, 4, 817, 347, 979, 837, 995, 499, 491, 492, 25, 489, 75, 346, 183, 821, 512, 1075, 652, 483, 171, 179, 671, 16, 520, 186, 675, 1038, 12, 339, 826, 444, 17, 11, 164, 501, 984, 1003, 349, 331, 662, 8, 999, 334, 674, 985, 825, 500, 504, 336, 297, 980, 1001, 166, 1073, 1037, 814, 326, 494, 167, 495, 328, 169, 330, 28, 819, 655, 818, 666, 658, 74, 822, 151, 828, 502, 340, 840, 350, 511, 327, 670, 20, 660, 510, 343] es factible true semilla = 231
costo = 0.16758385932127015 solucion = [494, 495, 167, 328, 326, 814, 1037, 169, 1073, 330, 28, 819, 655, 818, 666, 658, 166, 1001, 74, 822, 151, 1038, 12, 502, 828, 297, 980, 336, 840, 334, 1003, 349, 662, 8, 837, 979, 493, 668, 352, 23, 176, 165, 3, 333, 990, 27, 991, 351, 509, 329, 163, 172, 182, 496, 19, 505, 168, 508, 986, 832, 661, 663, 657, 829, 1, 9, 2, 656, 667, 184, 173, 815, 839, 673, 665, 676, 344, 490, 654, 653, 507, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 185, 22, 981, 489, 17, 186, 520, 16, 671, 179, 821, 512, 1075, 483, 652, 171, 346, 75, 183, 340, 675, 339, 826, 444, 164, 11, 501, 25, 492, 491, 499, 347, 817, 4, 174, 988, 1004, 5, 6, 978, 984, 995, 331, 999, 674, 985, 825, 500, 504, 327, 511, 350, 670, 20, 510, 660, 343] es factible true semilla = 237
costo = 0.17790104530276932 solucion = [652, 483, 1075, 179, 671, 16, 520, 186, 675, 340, 151, 828, 12, 502, 339, 17, 25, 489, 4, 174, 165, 3, 333, 27, 990, 171, 346, 75, 821, 512, 183, 1038, 74, 658, 666, 818, 655, 1073, 1037, 494, 167, 495, 328, 326, 814, 169, 330, 28, 819, 166, 822, 1001, 826, 444, 501, 984, 491, 492, 499, 347, 817, 1004, 351, 490, 344, 653, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 654, 820, 26, 991, 5, 6, 978, 352, 668, 176, 23, 988, 981, 185, 22, 676, 665, 673, 507, 656, 667, 184, 815, 173, 2, 661, 832, 663, 657, 829, 1, 986, 508, 9, 168, 505, 19, 839, 496, 182, 172, 163, 329, 509, 493, 979, 837, 8, 999, 662, 331, 995, 349, 1003, 11, 164, 334, 674, 985, 343, 510, 660, 20, 825, 500, 504, 511, 327, 670, 350, 840, 336, 297, 980] es factible true semilla = 238
costo = 0.1672265055902259 solucion = [990, 27, 333, 981, 3, 165, 75, 346, 183, 16, 671, 179, 512, 821, 1075, 483, 652, 171, 489, 25, 492, 17, 501, 11, 164, 334, 674, 999, 8, 662, 331, 995, 837, 979, 493, 509, 329, 19, 839, 496, 182, 673, 665, 344, 653, 490, 654, 26, 820, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 507, 656, 2, 173, 667, 184, 9, 832, 661, 663, 657, 829, 1, 986, 508, 168, 505, 815, 172, 163, 676, 22, 185, 991, 351, 1004, 5, 6, 978, 352, 668, 176, 23, 988, 174, 4, 817, 347, 499, 491, 984, 1003, 349, 343, 670, 350, 840, 336, 980, 297, 1001, 74, 658, 666, 818, 655, 819, 28, 330, 169, 328, 495, 167, 494, 326, 814, 1037, 1073, 166, 822, 151, 828, 12, 1038, 502, 340, 675, 520, 186, 339, 444, 826, 511, 327, 504, 985, 500, 825, 20, 660, 510] es factible true semilla = 241
costo = 0.18645627921643412 solucion = [1, 829, 832, 661, 663, 657, 986, 508, 168, 505, 19, 839, 496, 182, 673, 653, 507, 656, 667, 184, 815, 9, 2, 173, 172, 163, 329, 509, 493, 979, 837, 995, 331, 662, 8, 999, 343, 510, 660, 20, 670, 327, 504, 500, 825, 985, 674, 334, 1003, 349, 984, 499, 347, 668, 352, 23, 176, 817, 25, 492, 491, 501, 164, 11, 511, 350, 840, 336, 980, 297, 1001, 166, 1037, 495, 328, 326, 330, 28, 819, 1073, 814, 494, 167, 169, 655, 818, 666, 658, 74, 822, 151, 828, 502, 339, 826, 444, 17, 489, 4, 174, 165, 988, 978, 5, 6, 1004, 351, 991, 185, 22, 676, 665, 344, 490, 654, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 981, 3, 333, 27, 990, 171, 652, 1075, 483, 512, 821, 75, 346, 183, 179, 671, 16, 520, 186, 675, 12, 1038, 340] es factible true semilla = 242
costo = 0.17710937094242007 solucion = [837, 979, 493, 509, 351, 1004, 4, 174, 3, 333, 990, 27, 991, 185, 22, 676, 490, 654, 653, 344, 665, 673, 182, 172, 163, 329, 19, 496, 839, 815, 173, 184, 667, 9, 1, 829, 832, 661, 657, 663, 986, 508, 168, 505, 2, 656, 507, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 981, 165, 988, 6, 5, 978, 352, 23, 176, 668, 817, 347, 499, 17, 444, 826, 339, 502, 1038, 12, 828, 151, 340, 675, 186, 520, 16, 671, 179, 512, 821, 1075, 483, 652, 171, 346, 183, 75, 489, 25, 492, 491, 501, 984, 995, 331, 8, 343, 510, 660, 20, 670, 327, 511, 350, 840, 297, 822, 166, 818, 655, 819, 28, 330, 1073, 169, 814, 326, 328, 167, 495, 494, 1037, 666, 658, 74, 1001, 980, 336, 504, 825, 500, 985, 674, 334, 999, 662, 349, 1003, 11, 164] es factible true semilla = 248
costo = 0.1817216681917695 solucion = [652, 1075, 483, 512, 821, 346, 171, 990, 981, 6, 5, 668, 837, 979, 493, 509, 329, 163, 344, 653, 490, 654, 820, 26, 185, 22, 351, 1004, 176, 817, 347, 499, 501, 164, 11, 984, 349, 1003, 334, 504, 327, 511, 350, 1001, 166, 818, 655, 819, 28, 330, 169, 326, 328, 495, 167, 494, 814, 1037, 1073, 666, 658, 74, 822, 151, 828, 12, 1038, 340, 502, 339, 826, 444, 17, 25, 492, 491, 995, 331, 662, 8, 999, 674, 985, 825, 500, 343, 510, 660, 20, 670, 840, 336, 980, 297, 675, 186, 520, 16, 671, 179, 183, 75, 489, 4, 174, 23, 352, 978, 988, 165, 3, 333, 27, 991, 676, 665, 673, 815, 172, 182, 496, 839, 19, 505, 168, 508, 986, 663, 657, 832, 661, 829, 1, 9, 667, 184, 173, 2, 656, 507, 7, 823, 678, 816, 187, 14, 982, 181, 345, 332] es factible true semilla = 281
costo = 0.16433863773733104 solucion = [171, 483, 652, 1075, 512, 821, 75, 346, 183, 179, 671, 16, 520, 186, 675, 340, 502, 151, 828, 12, 1038, 339, 164, 11, 1003, 349, 331, 662, 8, 837, 979, 493, 509, 329, 163, 172, 182, 673, 173, 2, 661, 832, 663, 657, 829, 1, 986, 508, 9, 168, 505, 19, 496, 839, 815, 184, 667, 656, 507, 7, 823, 678, 816, 654, 490, 653, 344, 665, 676, 22, 351, 988, 174, 4, 489, 17, 444, 826, 74, 658, 666, 1073, 1037, 814, 494, 495, 167, 328, 326, 169, 330, 28, 819, 655, 818, 166, 822, 1001, 980, 297, 336, 840, 350, 670, 327, 511, 504, 500, 825, 20, 660, 510, 343, 985, 674, 334, 999, 995, 984, 501, 25, 492, 491, 499, 347, 817, 23, 176, 668, 352, 978, 6, 5, 1004, 981, 165, 3, 333, 990, 27, 991, 185, 26, 820, 345, 332, 181, 14, 982, 187] es factible true semilla = 310
costo = 0.1744080818457496 solucion = [657, 663, 661, 832, 829, 1, 986, 508, 9, 168, 505, 839, 496, 182, 673, 665, 676, 22, 185, 991, 27, 990, 333, 3, 165, 4, 489, 499, 491, 492, 25, 17, 444, 826, 339, 12, 1038, 502, 828, 151, 340, 675, 186, 520, 16, 671, 179, 512, 821, 652, 1075, 483, 171, 346, 75, 183, 174, 988, 23, 668, 176, 352, 978, 5, 6, 1004, 351, 163, 172, 173, 2, 507, 653, 344, 490, 654, 816, 678, 823, 7, 656, 667, 184, 815, 19, 329, 509, 493, 979, 837, 331, 662, 8, 999, 334, 674, 985, 825, 500, 504, 511, 327, 350, 840, 74, 658, 666, 818, 655, 819, 28, 814, 494, 167, 495, 328, 326, 1037, 169, 330, 1073, 166, 822, 1001, 297, 980, 336, 670, 20, 510, 660, 343, 349, 1003, 164, 11, 501, 984, 995, 347, 817, 981, 26, 820, 332, 345, 181, 14, 982, 187] es factible true semilla = 312
costo = 0.16552419905419777 solucion = [22, 676, 665, 490, 344, 653, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 654, 507, 2, 9, 832, 661, 663, 657, 829, 1, 986, 508, 168, 505, 19, 839, 496, 182, 172, 815, 184, 667, 656, 173, 673, 163, 329, 509, 493, 979, 837, 668, 176, 23, 352, 978, 5, 6, 988, 165, 3, 981, 333, 990, 27, 991, 185, 351, 1004, 4, 174, 817, 347, 995, 331, 662, 8, 999, 334, 1003, 349, 984, 492, 25, 489, 171, 483, 1075, 652, 821, 512, 16, 520, 151, 828, 12, 1038, 502, 340, 826, 444, 17, 164, 11, 501, 491, 499, 183, 346, 75, 179, 671, 186, 675, 339, 350, 511, 327, 504, 674, 985, 825, 500, 343, 510, 660, 20, 670, 840, 336, 297, 980, 1001, 74, 822, 166, 658, 666, 818, 655, 819, 28, 330, 1073, 169, 1037, 814, 326, 328, 167, 495, 494] es factible true semilla = 326
costo = 0.18781392690669663 solucion = [1073, 330, 28, 819, 166, 822, 1001, 297, 980, 336, 840, 350, 327, 511, 504, 825, 500, 985, 674, 334, 1003, 349, 331, 995, 668, 176, 23, 991, 22, 676, 665, 490, 344, 653, 507, 656, 184, 667, 173, 673, 182, 496, 19, 505, 168, 508, 986, 657, 663, 832, 661, 829, 1, 9, 815, 172, 163, 351, 1004, 5, 6, 978, 352, 988, 174, 183, 346, 75, 821, 512, 179, 1038, 12, 828, 151, 502, 340, 826, 444, 164, 11, 501, 984, 492, 491, 499, 347, 817, 3, 333, 27, 990, 171, 652, 1075, 483, 671, 16, 520, 186, 675, 339, 17, 25, 489, 4, 165, 981, 185, 26, 820, 654, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 2, 839, 329, 509, 493, 979, 837, 8, 662, 999, 343, 510, 660, 20, 670, 74, 658, 666, 818, 655, 169, 1037, 814, 326, 328, 495, 167, 494] es factible true semilla = 328
costo = 0.17920532137163594 solucion = [980, 297, 1001, 74, 658, 666, 818, 655, 1073, 1037, 494, 167, 495, 328, 326, 814, 169, 330, 28, 819, 166, 822, 336, 840, 350, 670, 327, 511, 504, 985, 500, 825, 20, 660, 510, 343, 11, 164, 501, 17, 346, 75, 821, 512, 671, 16, 520, 186, 675, 340, 151, 828, 502, 12, 1038, 339, 826, 444, 25, 489, 817, 4, 174, 988, 165, 3, 981, 333, 27, 990, 171, 483, 1075, 652, 179, 183, 347, 499, 492, 491, 984, 349, 1003, 334, 674, 999, 8, 662, 331, 995, 837, 979, 493, 509, 329, 163, 351, 185, 22, 676, 490, 654, 653, 344, 665, 673, 182, 172, 496, 839, 19, 505, 168, 9, 986, 508, 657, 663, 832, 661, 829, 1, 815, 173, 2, 656, 667, 184, 507, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 991, 1004, 5, 6, 978, 352, 23, 176, 668] es factible true semilla = 344
costo = 0.17275744591693212 solucion = [349, 1003, 334, 674, 985, 343, 510, 660, 20, 825, 500, 504, 511, 327, 670, 350, 840, 336, 980, 297, 1001, 822, 166, 818, 655, 819, 28, 330, 169, 326, 328, 495, 167, 494, 814, 1037, 1073, 666, 658, 74, 828, 151, 502, 1038, 12, 340, 675, 186, 520, 16, 183, 346, 75, 489, 347, 817, 4, 174, 165, 981, 988, 23, 176, 668, 352, 978, 5, 6, 1004, 351, 163, 509, 329, 19, 839, 496, 172, 182, 673, 173, 656, 2, 9, 1, 829, 657, 663, 661, 832, 986, 508, 168, 505, 815, 184, 667, 507, 653, 654, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 490, 344, 665, 676, 22, 185, 991, 333, 3, 27, 990, 171, 483, 1075, 652, 821, 512, 179, 671, 339, 826, 444, 17, 164, 11, 501, 25, 492, 499, 491, 984, 995, 331, 662, 999, 8, 837, 979, 493] es factible true semilla = 350
costo = 0.17020275555546902 solucion = [151, 828, 12, 1038, 340, 502, 339, 675, 186, 520, 16, 671, 179, 183, 346, 171, 652, 483, 1075, 512, 821, 75, 491, 492, 499, 347, 817, 174, 4, 489, 25, 501, 17, 444, 826, 1001, 822, 166, 655, 819, 28, 330, 169, 814, 326, 328, 167, 495, 494, 1037, 1073, 818, 666, 658, 74, 297, 980, 336, 840, 350, 670, 504, 327, 511, 164, 11, 1003, 349, 984, 995, 331, 662, 999, 343, 510, 660, 20, 825, 500, 985, 674, 334, 8, 837, 979, 493, 509, 329, 163, 673, 173, 656, 667, 184, 815, 172, 182, 496, 839, 19, 505, 168, 508, 986, 1, 829, 657, 663, 661, 832, 9, 2, 507, 344, 665, 676, 22, 26, 820, 654, 490, 653, 7, 823, 678, 816, 187, 982, 181, 14, 345, 332, 991, 185, 351, 1004, 6, 5, 978, 352, 176, 668, 23, 988, 165, 3, 981, 333, 27, 990] es factible true semilla = 353
costo = 0.1767006585209031 solucion = [444, 826, 339, 502, 1038, 12, 828, 151, 340, 675, 186, 520, 16, 671, 179, 183, 512, 652, 483, 1075, 821, 75, 346, 17, 164, 11, 984, 995, 331, 662, 8, 999, 343, 504, 511, 327, 670, 350, 840, 297, 822, 166, 1037, 494, 495, 167, 328, 326, 814, 169, 1073, 330, 28, 819, 655, 818, 666, 658, 74, 1001, 980, 336, 510, 660, 20, 500, 825, 985, 674, 334, 1003, 349, 501, 25, 492, 491, 499, 347, 837, 979, 493, 509, 329, 163, 676, 22, 185, 981, 1004, 6, 5, 988, 165, 3, 333, 27, 990, 171, 489, 4, 174, 817, 668, 176, 23, 352, 978, 351, 991, 332, 345, 181, 14, 982, 187, 816, 678, 823, 7, 654, 820, 26, 490, 653, 344, 665, 673, 667, 184, 815, 9, 1, 829, 661, 832, 657, 663, 986, 508, 168, 505, 19, 839, 496, 182, 172, 173, 2, 656, 507] es factible true semilla = 382
costo = 0.18137536386858508 solucion = [507, 656, 667, 184, 815, 173, 2, 505, 168, 508, 986, 9, 1, 829, 657, 663, 661, 832, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 654, 490, 344, 653, 673, 182, 172, 496, 839, 19, 329, 509, 493, 979, 837, 674, 336, 980, 297, 1001, 166, 655, 819, 28, 330, 169, 328, 495, 167, 494, 326, 814, 1037, 1073, 818, 666, 658, 74, 822, 151, 828, 12, 1038, 502, 340, 675, 512, 821, 652, 1075, 483, 171, 179, 671, 16, 520, 186, 339, 444, 826, 840, 350, 670, 327, 511, 504, 500, 825, 985, 20, 660, 510, 343, 334, 999, 8, 662, 331, 995, 349, 1003, 984, 491, 492, 499, 347, 489, 25, 501, 11, 164, 17, 346, 75, 183, 174, 3, 981, 333, 990, 27, 991, 185, 22, 676, 665, 163, 351, 1004, 5, 6, 978, 352, 668, 176, 23, 988, 165, 4, 817] es factible true semilla = 389
costo = 0.17059832705340175 solucion = [343, 510, 660, 20, 825, 500, 985, 504, 511, 327, 670, 350, 840, 336, 980, 297, 340, 502, 1038, 12, 828, 151, 822, 1001, 166, 1073, 330, 169, 1037, 326, 328, 495, 167, 494, 814, 28, 819, 655, 818, 666, 658, 74, 339, 675, 186, 520, 16, 671, 179, 183, 512, 652, 483, 1075, 821, 75, 346, 171, 990, 27, 333, 3, 817, 347, 995, 662, 8, 999, 674, 334, 1003, 349, 331, 984, 501, 17, 444, 826, 11, 164, 491, 499, 492, 25, 489, 4, 174, 165, 981, 988, 5, 6, 1004, 991, 26, 820, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 507, 656, 2, 173, 667, 184, 815, 839, 182, 673, 665, 344, 653, 654, 490, 676, 22, 185, 351, 978, 352, 23, 176, 668, 837, 979, 493, 509, 329, 163, 172, 496, 19, 505, 168, 508, 986, 9, 1, 829, 661, 832, 663, 657] es factible true semilla = 404
costo = 0.1957748200245304 solucion = [652, 1075, 483, 512, 821, 183, 346, 75, 489, 4, 165, 3, 981, 185, 22, 676, 163, 172, 182, 673, 173, 184, 667, 656, 507, 7, 823, 678, 816, 187, 982, 14, 181, 332, 345, 820, 26, 654, 653, 2, 9, 832, 657, 663, 661, 829, 1, 986, 508, 168, 505, 815, 839, 496, 19, 329, 509, 493, 979, 837, 995, 331, 662, 8, 999, 334, 674, 985, 343, 510, 660, 20, 500, 825, 504, 511, 327, 350, 840, 336, 980, 297, 1001, 822, 166, 1073, 1037, 494, 167, 326, 330, 814, 495, 328, 169, 28, 819, 655, 818, 666, 658, 74, 670, 1003, 349, 984, 491, 492, 499, 347, 817, 174, 988, 23, 176, 668, 352, 978, 5, 6, 1004, 351, 665, 344, 490, 991, 333, 27, 990, 171, 179, 671, 16, 520, 186, 675, 339, 17, 25, 501, 11, 164, 444, 826, 340, 502, 1038, 12, 828, 151] es factible true semilla = 410
costo = 0.1761128757699949 solucion = [507, 184, 667, 656, 2, 986, 508, 657, 663, 661, 832, 829, 1, 9, 168, 505, 19, 839, 496, 182, 172, 815, 173, 673, 665, 676, 22, 185, 23, 176, 984, 1003, 349, 331, 662, 8, 999, 334, 674, 985, 343, 510, 660, 20, 825, 500, 504, 511, 327, 670, 350, 840, 74, 658, 666, 818, 1073, 1037, 814, 494, 167, 495, 328, 326, 169, 330, 28, 819, 655, 166, 822, 1001, 297, 980, 336, 17, 501, 25, 492, 491, 499, 347, 668, 352, 978, 6, 5, 1004, 351, 163, 329, 509, 493, 979, 837, 995, 11, 164, 444, 826, 339, 502, 1038, 12, 828, 151, 340, 675, 186, 520, 16, 671, 179, 171, 652, 1075, 483, 512, 821, 183, 346, 75, 489, 817, 4, 174, 988, 165, 3, 981, 333, 990, 27, 991, 26, 820, 654, 490, 344, 653, 7, 823, 678, 816, 187, 982, 14, 181, 345, 332] es factible true semilla = 454
costo = 0.18100273277878914 solucion = [2, 656, 667, 184, 507, 7, 823, 678, 816, 26, 820, 654, 653, 344, 490, 676, 665, 673, 163, 172, 173, 815, 839, 182, 496, 19, 168, 505, 986, 508, 657, 663, 661, 832, 829, 1, 9, 329, 509, 493, 979, 837, 8, 999, 662, 331, 995, 349, 1003, 11, 164, 501, 491, 492, 346, 75, 821, 512, 183, 16, 186, 340, 1001, 74, 658, 666, 818, 655, 819, 28, 330, 169, 328, 167, 495, 494, 326, 814, 1037, 1073, 166, 822, 151, 828, 502, 1038, 12, 675, 339, 17, 25, 489, 4, 174, 165, 3, 981, 333, 27, 991, 185, 22, 351, 1004, 988, 6, 5, 978, 352, 23, 176, 668, 817, 347, 499, 984, 334, 674, 985, 343, 510, 660, 20, 825, 500, 504, 670, 350, 327, 511, 444, 826, 840, 336, 980, 297, 520, 671, 179, 483, 1075, 652, 171, 990, 332, 345, 181, 14, 982, 187] es factible true semilla = 462
costo = 0.1814725027391671 solucion = [171, 652, 483, 1075, 512, 821, 183, 179, 671, 16, 520, 186, 675, 339, 502, 340, 1038, 12, 828, 151, 822, 166, 1037, 494, 814, 330, 28, 819, 1073, 326, 167, 495, 328, 169, 655, 818, 666, 658, 74, 1001, 297, 980, 336, 840, 674, 334, 8, 837, 979, 493, 509, 329, 163, 673, 653, 344, 490, 654, 820, 26, 991, 351, 1004, 5, 988, 165, 174, 4, 489, 75, 346, 3, 333, 27, 990, 332, 345, 181, 14, 982, 187, 816, 678, 823, 7, 507, 184, 667, 656, 2, 173, 815, 9, 832, 661, 663, 657, 829, 1, 986, 508, 168, 505, 19, 839, 496, 182, 172, 665, 676, 22, 185, 981, 6, 978, 352, 23, 176, 668, 817, 347, 499, 491, 492, 25, 501, 164, 11, 1003, 349, 984, 995, 331, 662, 999, 343, 510, 660, 20, 825, 500, 985, 504, 670, 350, 327, 511, 826, 444, 17] es factible true semilla = 490
costo = 0.17480778040924214 solucion = [509, 329, 163, 172, 2, 656, 507, 7, 823, 678, 816, 187, 982, 181, 14, 332, 345, 820, 26, 654, 653, 667, 184, 173, 815, 9, 832, 657, 663, 661, 829, 1, 986, 508, 168, 505, 19, 839, 496, 182, 673, 665, 344, 490, 676, 22, 185, 351, 991, 27, 990, 333, 3, 981, 1004, 5, 6, 978, 352, 23, 176, 668, 493, 979, 837, 995, 984, 11, 164, 444, 826, 1001, 822, 166, 1073, 330, 169, 1037, 326, 328, 167, 495, 494, 814, 28, 819, 655, 818, 666, 658, 74, 980, 297, 336, 840, 350, 670, 327, 511, 504, 500, 825, 20, 660, 510, 343, 985, 674, 334, 999, 8, 662, 331, 349, 1003, 501, 492, 491, 499, 183, 346, 75, 483, 1075, 652, 171, 489, 4, 174, 165, 988, 817, 347, 25, 17, 339, 1038, 12, 828, 151, 502, 340, 675, 186, 520, 16, 671, 179, 512, 821] es factible true semilla = 492
costo = 0.173790979488995 solucion = [28, 819, 818, 666, 655, 330, 1073, 166, 1001, 297, 980, 336, 840, 350, 670, 20, 660, 510, 343, 985, 500, 825, 504, 327, 511, 826, 444, 671, 179, 512, 821, 1075, 483, 652, 171, 346, 75, 183, 16, 520, 186, 675, 12, 1038, 502, 339, 17, 25, 492, 491, 499, 347, 817, 489, 4, 174, 165, 988, 5, 6, 1004, 351, 981, 3, 333, 990, 27, 991, 185, 22, 676, 665, 673, 182, 496, 839, 19, 9, 1, 829, 661, 657, 663, 832, 986, 508, 168, 505, 815, 184, 667, 344, 490, 654, 26, 820, 345, 332, 181, 14, 982, 187, 816, 678, 823, 7, 653, 507, 656, 2, 173, 172, 163, 329, 509, 493, 979, 668, 352, 978, 23, 176, 837, 995, 331, 662, 8, 999, 674, 334, 1003, 349, 984, 501, 11, 164, 340, 828, 151, 822, 74, 658, 1037, 814, 169, 326, 328, 167, 495, 494] es factible true semilla = 497
0.15884854446687452
